source_file,signal_date,field_path,component,ok,data_quality,data_source,data_vendor,rows,cutoff_date,warning,status,evidence
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-24.json,2026-04-24,input_state.data_audit_report,news,,,,,,2026-04-24,,structured,
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-24.json,2026-04-24,input_state.data_evidence_audit.fundamentals.rule,news,,,BaoStock,BaoStock,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"ls require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcement"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-24.json,2026-04-24,input_state.data_evidence_audit.social.rule,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evide"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-24.json,2026-04-24,input_state.data_evidence_audit.social.rule,news,,,CNInfo,巨潮资讯|CNInfo,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence; announcements remain"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-24.json,2026-04-24,input_state.skip_analysts.social,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"e empty; evidence audit failed; usable_evidence_rows=0; EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evide"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-24.json,2026-04-24,input_state.skip_analysts.social,news,,,CNInfo,巨潮资讯|CNInfo,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"ed; usable_evidence_rows=0; EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence; announcements remain"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-01.json,2026-05-01,input_state.sentiment_report,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"e empty; evidence audit failed; usable_evidence_rows=0; EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evide"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-01.json,2026-05-01,input_state.sentiment_report,news,,,CNInfo,巨潮资讯|CNInfo,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"ed; usable_evidence_rows=0; EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence; announcements remain"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-01.json,2026-05-01,input_state.news_report,news,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,## 一、数据获取概况 本次分析成功获取了中际旭创（300308）近期的7条关键新闻及公司公告，数据来源为东方财富 stock news 和巨潮资讯网（CNInfo）官方公告。数据质量状态为“DATA_QUALITY: ok=
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-01.json,2026-05-01,input_state.news_report,news,,,CNInfo,巨潮资讯|CNInfo,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,分析成功获取了中际旭创（300308）近期的7条关键新闻及公司公告，数据来源为东方财富 stock news 和巨潮资讯网（CNInfo）官方公告。数据质量状态为“DATA_QUALITY: ok=true”，表明数据真实可靠。新闻
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-01.json,2026-05-01,input_state.data_audit_report,news,,,,,,2026-05-01,,structured,
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-01.json,2026-05-01,input_state.data_evidence_audit.fundamentals.rule,news,,,BaoStock,BaoStock,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"ls require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcement"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-01.json,2026-05-01,input_state.data_evidence_audit.social.rule,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evide"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-01.json,2026-05-01,input_state.data_evidence_audit.social.rule,news,,,CNInfo,巨潮资讯|CNInfo,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence; announcements remain"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-01.json,2026-05-01,input_state.skip_analysts.social,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"e empty; evidence audit failed; usable_evidence_rows=0; EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evide"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-01.json,2026-05-01,input_state.skip_analysts.social,news,,,CNInfo,巨潮资讯|CNInfo,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"ed; usable_evidence_rows=0; EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence; announcements remain"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-08.json,2026-05-08,input_state.sentiment_report,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"e empty; evidence audit failed; usable_evidence_rows=0; EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evide"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-08.json,2026-05-08,input_state.sentiment_report,news,,,CNInfo,巨潮资讯|CNInfo,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"ed; usable_evidence_rows=0; EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence; announcements remain"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-08.json,2026-05-08,input_state.data_audit_report,news,,,,,,2026-05-08,,structured,
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-08.json,2026-05-08,input_state.data_evidence_audit.fundamentals.rule,news,,,BaoStock,BaoStock,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"ls require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcement"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-08.json,2026-05-08,input_state.data_evidence_audit.social.rule,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evide"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-08.json,2026-05-08,input_state.data_evidence_audit.social.rule,news,,,CNInfo,巨潮资讯|CNInfo,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence; announcements remain"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-08.json,2026-05-08,input_state.skip_analysts.social,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"e empty; evidence audit failed; usable_evidence_rows=0; EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evide"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-08.json,2026-05-08,input_state.skip_analysts.social,news,,,CNInfo,巨潮资讯|CNInfo,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"ed; usable_evidence_rows=0; EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence; announcements remain"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-15.json,2026-05-15,input_state.sentiment_report,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,绪分析报告 **分析日期：2026年5月15日** **股票代码：300308（中际旭创）** **数据来源：东方财富股吧、雪球公开讨论、互动易投资者问答、CNInfo公告** --- ## 一、情绪数据概览 | 指标 |
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-15.json,2026-05-15,input_state.sentiment_report,social,,,CNInfo,巨潮资讯|CNInfo,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,日** **股票代码：300308（中际旭创）** **数据来源：东方财富股吧、雪球公开讨论、互动易投资者问答、CNInfo公告** --- ## 一、情绪数据概览 | 指标 | 数值 | 评估 | |------|------|
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-15.json,2026-05-15,input_state.data_audit_report,news,,,,,,2026-05-15,,structured,
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-15.json,2026-05-15,input_state.data_evidence_audit.fundamentals.rule,news,,,BaoStock,BaoStock,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"ls require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcement"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-15.json,2026-05-15,input_state.data_evidence_audit.social.rule,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evide"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-15.json,2026-05-15,input_state.data_evidence_audit.social.rule,news,,,CNInfo,巨潮资讯|CNInfo,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence; announcements remain"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-22.json,2026-05-22,input_state.sentiment_report,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,026年5月22日 **数据截止时间**: 2026年5月22日 19:30:00 **数据来源**: 东方财富股吧、雪球公开讨论、CNInfo互动易、CNInfo公告事件 --- ## 一、综合情绪评估 ### 1.
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-22.json,2026-05-22,input_state.sentiment_report,social,,,CNInfo,巨潮资讯|CNInfo,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,数据截止时间**: 2026年5月22日 19:30:00 **数据来源**: 东方财富股吧、雪球公开讨论、CNInfo互动易、CNInfo公告事件 --- ## 一、综合情绪评估 ### 1.1 整体情绪状态 | 指标 |
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-22.json,2026-05-22,input_state.news_report,news,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,**分析标的**：中际旭创（300308） **分析日期**：2026年5月22日 **数据来源**：东方财富股票新闻 + 巨潮资讯公告 **数据质量**：✅ 数据有效 --- ## 📰 一、市场新闻概览 ###
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-22.json,2026-05-22,input_state.news_report,news,,,CNInfo,巨潮资讯|CNInfo,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,际旭创（300308） **分析日期**：2026年5月22日 **数据来源**：东方财富股票新闻 + 巨潮资讯公告 **数据质量**：✅ 数据有效 --- ## 📰 一、市场新闻概览 ### 1.1 重要市场新闻
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-22.json,2026-05-22,input_state.fundamentals_report,fundamentals,,,BaoStock,BaoStock,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,*：2026Q1数据显示资产负债率飙升至32.64%，而2025年报仅0.30%，该差异可能因数据源口径不同（ BaoStock 指标可能含或有负债），建议关注正式季报确认 - 总体而言，公司资产质量优良，无财务风险 ### 2.5 现金
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-22.json,2026-05-22,input_state.data_audit_report,news,,,,,,2026-05-22,,structured,
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-22.json,2026-05-22,input_state.data_evidence_audit.fundamentals.rule,news,,,BaoStock,BaoStock,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"ls require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcement"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-22.json,2026-05-22,input_state.data_evidence_audit.social.rule,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evide"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-22.json,2026-05-22,input_state.data_evidence_audit.social.rule,news,,,CNInfo,巨潮资讯|CNInfo,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence; announcements remain"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-22.json,2026-05-22,investment_debate.bull_history,fundamentals,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,是众多公募基金、私募基金、QFII的重仓股标的。这些专业投资者的决策依据是基本面研究、产业链调研和财务模型，而非东方财富股吧的帖子。 **第三，** 基本面数据已经给出了明确答案：净利润同比增长273%、ROE达到44%、股价突破
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-22.json,2026-05-22,investment_debate.history,fundamentals,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,是众多公募基金、私募基金、QFII的重仓股标的。这些专业投资者的决策依据是基本面研究、产业链调研和财务模型，而非东方财富股吧的帖子。 **第三，** 基本面数据已经给出了明确答案：净利润同比增长273%、ROE达到44%、股价突破
