source_file,signal_date,field_path,component,ok,data_quality,data_source,data_vendor,rows,cutoff_date,warning,status,evidence
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-10-17.json,2025-10-17,input_state.sentiment_report,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-10-17.json,2025-10-17,input_state.data_audit_report,news,,,,,,2025-10-17,,structured,
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-10-17.json,2025-10-17,input_state.data_evidence_audit.fundamentals.rule,news,,,BaoStock,BaoStock,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"ls require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcement"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-10-17.json,2025-10-17,input_state.data_evidence_audit.social.rule,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-10-17.json,2025-10-17,input_state.skip_analysts.social,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-10-24.json,2025-10-24,input_state.sentiment_report,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-10-24.json,2025-10-24,input_state.data_audit_report,news,,,,,,2025-10-24,,structured,
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-10-24.json,2025-10-24,input_state.data_evidence_audit.fundamentals.rule,news,,,BaoStock,BaoStock,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"ls require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcement"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-10-24.json,2025-10-24,input_state.data_evidence_audit.social.rule,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-10-24.json,2025-10-24,input_state.skip_analysts.social,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-10-31.json,2025-10-31,input_state.sentiment_report,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-10-31.json,2025-10-31,input_state.data_audit_report,news,,,,,,2025-10-31,,structured,
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-10-31.json,2025-10-31,input_state.data_evidence_audit.fundamentals.rule,news,,,BaoStock,BaoStock,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"ls require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcement"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-10-31.json,2025-10-31,input_state.data_evidence_audit.social.rule,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-10-31.json,2025-10-31,input_state.skip_analysts.social,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-11-07.json,2025-11-07,input_state.sentiment_report,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-11-07.json,2025-11-07,input_state.data_audit_report,news,,,,,,2025-11-07,,structured,
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-11-07.json,2025-11-07,input_state.data_evidence_audit.fundamentals.rule,news,,,BaoStock,BaoStock,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"ls require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcement"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-11-07.json,2025-11-07,input_state.data_evidence_audit.social.rule,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-11-07.json,2025-11-07,input_state.skip_analysts.social,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-11-14.json,2025-11-14,input_state.sentiment_report,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-11-14.json,2025-11-14,input_state.data_audit_report,news,,,,,,2025-11-14,,structured,
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-11-14.json,2025-11-14,input_state.data_evidence_audit.fundamentals.rule,news,,,BaoStock,BaoStock,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"ls require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcement"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-11-14.json,2025-11-14,input_state.data_evidence_audit.social.rule,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-11-14.json,2025-11-14,input_state.skip_analysts.social,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-11-21.json,2025-11-21,input_state.sentiment_report,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-11-21.json,2025-11-21,input_state.data_audit_report,news,,,,,,2025-11-21,,structured,
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-11-21.json,2025-11-21,input_state.data_evidence_audit.fundamentals.rule,news,,,BaoStock,BaoStock,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"ls require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcement"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-11-21.json,2025-11-21,input_state.data_evidence_audit.social.rule,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-11-21.json,2025-11-21,input_state.skip_analysts.social,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-11-28.json,2025-11-28,input_state.sentiment_report,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-11-28.json,2025-11-28,input_state.data_audit_report,news,,,,,,2025-11-28,,structured,
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-11-28.json,2025-11-28,input_state.data_evidence_audit.fundamentals.rule,news,,,BaoStock,BaoStock,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"ls require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcement"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-11-28.json,2025-11-28,input_state.data_evidence_audit.social.rule,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-11-28.json,2025-11-28,input_state.skip_analysts.social,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-12-05.json,2025-12-05,input_state.sentiment_report,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-12-05.json,2025-12-05,input_state.data_audit_report,news,,,,,,2025-12-05,,structured,
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-12-05.json,2025-12-05,input_state.data_evidence_audit.fundamentals.rule,news,,,BaoStock,BaoStock,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"ls require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcement"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-12-05.json,2025-12-05,input_state.data_evidence_audit.social.rule,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-12-05.json,2025-12-05,input_state.skip_analysts.social,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-12-12.json,2025-12-12,input_state.sentiment_report,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-12-12.json,2025-12-12,input_state.data_audit_report,news,,,,,,2025-12-12,,structured,
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-12-12.json,2025-12-12,input_state.data_evidence_audit.fundamentals.rule,news,,,BaoStock,BaoStock,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"ls require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcement"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-12-12.json,2025-12-12,input_state.data_evidence_audit.social.rule,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-12-12.json,2025-12-12,input_state.skip_analysts.social,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-12-19.json,2025-12-19,input_state.sentiment_report,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-12-19.json,2025-12-19,input_state.data_audit_report,news,,,,,,2025-12-19,,structured,
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-12-19.json,2025-12-19,input_state.data_evidence_audit.fundamentals.rule,news,,,BaoStock,BaoStock,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"ls require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcement"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-12-19.json,2025-12-19,input_state.data_evidence_audit.social.rule,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-12-19.json,2025-12-19,input_state.skip_analysts.social,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-12-26.json,2025-12-26,input_state.sentiment_report,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-12-26.json,2025-12-26,input_state.data_audit_report,news,,,,,,2025-12-26,,structured,
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-12-26.json,2025-12-26,input_state.data_evidence_audit.fundamentals.rule,news,,,BaoStock,BaoStock,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"ls require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcement"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-12-26.json,2025-12-26,input_state.data_evidence_audit.social.rule,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-12-26.json,2025-12-26,input_state.skip_analysts.social,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-12-31.json,2025-12-31,input_state.sentiment_report,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-12-31.json,2025-12-31,input_state.data_audit_report,news,,,,,,2025-12-31,,structured,
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-12-31.json,2025-12-31,input_state.data_evidence_audit.fundamentals.rule,news,,,BaoStock,BaoStock,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"ls require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcement"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-12-31.json,2025-12-31,input_state.data_evidence_audit.social.rule,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/audit_reports/audit_000651_2025-12-31.json,2025-12-31,input_state.skip_analysts.social,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/reports/report_000651_2025-10-03.md,2025-10-03,report,market,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,BaoStock / AKShare 本地行情缓存 | 216 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/reports/report_000651_2025-10-03.md,2025-10-03,report,news,,,CNInfo,巨潮资讯|CNInfo,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师 | 跳过 | 东方财富个股新闻 + CNInfo公告（14日窗口
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/reports/report_000651_2025-10-03.md,2025-10-03,report,market,,,Sina,新浪|Sina,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,AKShare 本地行情缓存 | 216 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师 | 跳过 |
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/reports/report_000651_2025-10-03.md,2025-10-03,report,market,,,AkShare,AkShare,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,| | --- | --- | --- | --- | | 市场技术分析师 | 启用 | BaoStock / AKShare 本地行情缓存 | 216 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/reports/report_000651_2025-10-03.md,2025-10-03,report,market,,,BaoStock,BaoStock,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,数据源 | 证据覆盖 | | --- | --- | --- | --- | | 市场技术分析师 | 启用 | BaoStock / AKShare 本地行情缓存 | 216 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/reports/report_000651_2025-10-10.md,2025-10-10,report,market,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,BaoStock / AKShare 本地行情缓存 | 218 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/reports/report_000651_2025-10-10.md,2025-10-10,report,news,,,CNInfo,巨潮资讯|CNInfo,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师 | 跳过 | 东方财富个股新闻 + CNInfo公告（14日窗口
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/reports/report_000651_2025-10-10.md,2025-10-10,report,market,,,Sina,新浪|Sina,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,AKShare 本地行情缓存 | 218 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师 | 跳过 |
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/reports/report_000651_2025-10-10.md,2025-10-10,report,market,,,AkShare,AkShare,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,| | --- | --- | --- | --- | | 市场技术分析师 | 启用 | BaoStock / AKShare 本地行情缓存 | 218 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/gree_weekly_2025q4_range/reports/report_000651_2025-10-10.md,2025-10-10,report,market,,,BaoStock,BaoStock,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,数据源 | 证据覆盖 | | --- | --- | --- | --- | | 市场技术分析师 | 启用 | BaoStock / AKShare 本地行情缓存 | 218 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料
