source_file,signal_date,field_path,component,status,evidence_level,ok,source,vendor,rows,cutoff_date,retrieved_at,temporal_rule,warning,evidence,time_evidence_count
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-10.json,2026-04-10,input_state.data_evidence_audit.fundamentals.rule,news,inferred,artifact_text_mention,,BaoStock,BaoStock,,,,,Source inferred from final artifact text; not a tool-call log.,"entals require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcements ar",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-10.json,2026-04-10,input_state.data_evidence_audit.social.rule,news,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,"EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence;",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-10.json,2026-04-10,input_state.data_evidence_audit.social.rule,news,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,"EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence; announcements remain new",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-10.json,2026-04-10,input_state.skip_analysts.social,news,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,"s are empty; evidence audit failed; usable_evidence_rows=0; EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence;",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-10.json,2026-04-10,input_state.skip_analysts.social,news,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,"failed; usable_evidence_rows=0; EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence; announcements remain new",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-17.json,2026-04-17,input_state.sentiment_report,news,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,"s are empty; evidence audit failed; usable_evidence_rows=0; EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence;",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-17.json,2026-04-17,input_state.sentiment_report,news,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,"failed; usable_evidence_rows=0; EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence; announcements remain new",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-17.json,2026-04-17,input_state.news_report,news,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,## 📊 300308 中际旭创 财经新闻分析报告 ### 一、数据获取与时效性说明 **数据来源**：东方财富股票新闻 + 巨潮资讯网（CNInfo）公告 **报告生成时间**：2026年7月13日 **分析截止时间**：2026,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-17.json,2026-04-17,input_state.news_report,news,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,300308 中际旭创 财经新闻分析报告 ### 一、数据获取与时效性说明 **数据来源**：东方财富股票新闻 + 巨潮资讯网（CNInfo）公告 **报告生成时间**：2026年7月13日 **分析截止时间**：2026年4月17日19:30,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-17.json,2026-04-17,input_state.data_audit_report,news,structured,tool_header,,,,,2026-04-17,,,,,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-17.json,2026-04-17,input_state.data_evidence_audit.fundamentals.rule,news,inferred,artifact_text_mention,,BaoStock,BaoStock,,,,,Source inferred from final artifact text; not a tool-call log.,"entals require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcements ar",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-17.json,2026-04-17,input_state.data_evidence_audit.social.rule,news,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,"EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence;",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-17.json,2026-04-17,input_state.data_evidence_audit.social.rule,news,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,"EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence; announcements remain new",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-17.json,2026-04-17,input_state.skip_analysts.social,news,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,"s are empty; evidence audit failed; usable_evidence_rows=0; EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence;",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-17.json,2026-04-17,input_state.skip_analysts.social,news,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,"failed; usable_evidence_rows=0; EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence; announcements remain new",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-24.json,2026-04-24,input_state.sentiment_report,news,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,"s are empty; evidence audit failed; usable_evidence_rows=0; EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence;",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-24.json,2026-04-24,input_state.sentiment_report,news,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,"failed; usable_evidence_rows=0; EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence; announcements remain new",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-24.json,2026-04-24,input_state.news_report,news,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,--------|------| | 股票代码 | 300308 | | 股票简称 | 中际旭创 | | 数据来源 | EastMoney股票新闻 + CNInfo公告 | | 报告生成时间 | 2026-07-13 12:37:20 | | 数据截止时间,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-24.json,2026-04-24,input_state.news_report,news,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,| 股票代码 | 300308 | | 股票简称 | 中际旭创 | | 数据来源 | EastMoney股票新闻 + CNInfo公告 | | 报告生成时间 | 2026-07-13 12:37:20 | | 数据截止时间 | 2026-04-24,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-24.json,2026-04-24,input_state.data_audit_report,news,structured,tool_header,,,,,2026-04-24,,,,,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-24.json,2026-04-24,input_state.data_evidence_audit.fundamentals.rule,news,inferred,artifact_text_mention,,BaoStock,BaoStock,,,,,Source inferred from final artifact text; not a tool-call log.,"entals require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcements ar",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-24.json,2026-04-24,input_state.data_evidence_audit.social.rule,news,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,"EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence;",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-24.json,2026-04-24,input_state.data_evidence_audit.social.rule,news,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,"EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence; announcements remain new",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-24.json,2026-04-24,input_state.skip_analysts.social,news,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,"s are empty; evidence audit failed; usable_evidence_rows=0; EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence;",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-04-24.json,2026-04-24,input_state.skip_analysts.social,news,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,"failed; usable_evidence_rows=0; EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence; announcements remain new",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-01.json,2026-05-01,input_state.sentiment_report,news,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,"s are empty; evidence audit failed; usable_evidence_rows=0; EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence;",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-01.json,2026-05-01,input_state.sentiment_report,news,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,"failed; usable_evidence_rows=0; EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence; announcements remain new",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-01.json,2026-05-01,input_state.news_report,news,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,--- ## 一、数据获取概况 本次分析成功获取了中际旭创（300308）近期的7条关键新闻及公司公告，数据来源为东方财富 stock news 和巨潮资讯网（CNInfo）官方公告。数据质量状态为“DATA_QUALITY: ok=true,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-01.json,2026-05-01,input_state.news_report,news,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,本次分析成功获取了中际旭创（300308）近期的7条关键新闻及公司公告，数据来源为东方财富 stock news 和巨潮资讯网（CNInfo）官方公告。数据质量状态为“DATA_QUALITY: ok=true”，表明数据真实可靠。新闻时间范围,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-01.json,2026-05-01,input_state.data_audit_report,news,structured,tool_header,,,,,2026-05-01,,,,,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-01.json,2026-05-01,input_state.data_evidence_audit.fundamentals.rule,news,inferred,artifact_text_mention,,BaoStock,BaoStock,,,,,Source inferred from final artifact text; not a tool-call log.,"entals require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcements ar",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-01.json,2026-05-01,input_state.data_evidence_audit.social.rule,news,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,"EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence;",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-01.json,2026-05-01,input_state.data_evidence_audit.social.rule,news,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,"EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence; announcements remain new",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-01.json,2026-05-01,input_state.skip_analysts.social,news,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,"s are empty; evidence audit failed; usable_evidence_rows=0; EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence;",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-01.json,2026-05-01,input_state.skip_analysts.social,news,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,"failed; usable_evidence_rows=0; EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence; announcements remain new",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-08.json,2026-05-08,input_state.sentiment_report,news,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,"s are empty; evidence audit failed; usable_evidence_rows=0; EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence;",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-08.json,2026-05-08,input_state.sentiment_report,news,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,"failed; usable_evidence_rows=0; EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence; announcements remain new",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-08.json,2026-05-08,input_state.data_audit_report,news,structured,tool_header,,,,,2026-05-08,,,,,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-08.json,2026-05-08,input_state.data_evidence_audit.fundamentals.rule,news,inferred,artifact_text_mention,,BaoStock,BaoStock,,,,,Source inferred from final artifact text; not a tool-call log.,"entals require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcements ar",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-08.json,2026-05-08,input_state.data_evidence_audit.social.rule,news,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,"EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence;",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-08.json,2026-05-08,input_state.data_evidence_audit.social.rule,news,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,"EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence; announcements remain new",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-08.json,2026-05-08,input_state.skip_analysts.social,news,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,"s are empty; evidence audit failed; usable_evidence_rows=0; EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence;",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-08.json,2026-05-08,input_state.skip_analysts.social,news,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,"failed; usable_evidence_rows=0; EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence; announcements remain new",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-15.json,2026-05-15,input_state.sentiment_report,market,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,投资者情绪分析报告 **分析日期：2026年5月15日** **股票代码：300308（中际旭创）** **数据来源：东方财富股吧、雪球公开讨论、互动易投资者问答、CNInfo公告** --- ## 一、情绪数据概览 | 指标 | 数值 |,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-15.json,2026-05-15,input_state.sentiment_report,market,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,5月15日** **股票代码：300308（中际旭创）** **数据来源：东方财富股吧、雪球公开讨论、互动易投资者问答、CNInfo公告** --- ## 一、情绪数据概览 | 指标 | 数值 | 评估 | |------|------|----,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-15.json,2026-05-15,input_state.data_audit_report,news,structured,tool_header,,,,,2026-05-15,,,,,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-15.json,2026-05-15,input_state.data_evidence_audit.fundamentals.rule,news,inferred,artifact_text_mention,,BaoStock,BaoStock,,,,,Source inferred from final artifact text; not a tool-call log.,"entals require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcements ar",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-15.json,2026-05-15,input_state.data_evidence_audit.social.rule,news,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,"EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence;",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-15.json,2026-05-15,input_state.data_evidence_audit.social.rule,news,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,"EastMoney Guba, Xueqiu, and CNInfo IRM rows count as social evidence; announcements remain new",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-22.json,2026-05-22,input_state.sentiment_report,news,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,*: 2026年5月22日 **数据截止时间**: 2026年5月22日 19:30:00 **数据来源**: 东方财富股吧、雪球公开讨论、CNInfo互动易、CNInfo公告事件 --- ## 一、综合情绪评估 ### 1.1 整体,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-22.json,2026-05-22,input_state.sentiment_report,news,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,**数据截止时间**: 2026年5月22日 19:30:00 **数据来源**: 东方财富股吧、雪球公开讨论、CNInfo互动易、CNInfo公告事件 --- ## 一、综合情绪评估 ### 1.1 整体情绪状态 | 指标 | 数值,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-22.json,2026-05-22,input_state.news_report,news,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,析报告 **分析标的**：中际旭创（300308） **分析日期**：2026年5月22日 **数据来源**：东方财富股票新闻 + 巨潮资讯公告 **数据质量**：✅ 数据有效 --- ## 📰 一、市场新闻概览 ### 1.1,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-22.json,2026-05-22,input_state.news_report,news,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,**：中际旭创（300308） **分析日期**：2026年5月22日 **数据来源**：东方财富股票新闻 + 巨潮资讯公告 **数据质量**：✅ 数据有效 --- ## 📰 一、市场新闻概览 ### 1.1 重要市场新闻 **,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-22.json,2026-05-22,input_state.fundamentals_report,fundamentals,inferred,artifact_text_mention,,BaoStock,BaoStock,,,,,Source inferred from final artifact text; not a tool-call log.,要说明**：2026Q1数据显示资产负债率飙升至32.64%，而2025年报仅0.30%，该差异可能因数据源口径不同（ BaoStock 指标可能含或有负债），建议关注正式季报确认 - 总体而言，公司资产质量优良，无财务风险 ### 2.5 现金流质量,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-22.json,2026-05-22,input_state.data_audit_report,news,structured,tool_header,,,,,2026-05-22,,,,,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/300308_weekly_2026q2/audit_reports/audit_300308_2026-05-22.json,2026-05-22,input_state.data_evidence_audit.fundamentals.rule,news,inferred,artifact_text_mention,,BaoStock,BaoStock,,,,,Source inferred from final artifact text; not a tool-call log.,"entals require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcements ar",0
