source_file,signal_date,field_path,component,ok,data_quality,data_source,data_vendor,rows,cutoff_date,warning,status,evidence
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-08.json,2026-05-08,input_state.sentiment_report,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-08.json,2026-05-08,input_state.news_report,news,,,CNInfo,巨潮资讯|CNInfo,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,* 2026年5月8日 **分析标的：** 600519（贵州茅台酒股份有限公司） **数据来源：** 巨潮资讯网（CNInfo）官方公告 **时效性评估：** ✅ 数据有效，公告信息完整可靠 --- ## 一、核心
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-08.json,2026-05-08,input_state.data_audit_report,news,,,,,,2026-05-08,,structured,
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-08.json,2026-05-08,input_state.data_evidence_audit.fundamentals.rule,news,,,BaoStock,BaoStock,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"ls require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcement"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-08.json,2026-05-08,input_state.data_evidence_audit.social.rule,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-08.json,2026-05-08,input_state.skip_analysts.social,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-15.json,2026-05-15,input_state.sentiment_report,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-15.json,2026-05-15,input_state.news_report,news,,,CNInfo,巨潮资讯|CNInfo,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,有一条**重要的公司公告**——贵州茅台关于回购股份实施进展的公告（披露日期：2026年5月8日）。该公告来源于巨潮资讯网（CNInfo），属于**法定信息披露渠道**，权威性极高。 **时效性评估：** 公告发布于5月8日，距分
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-15.json,2026-05-15,input_state.data_audit_report,news,,,,,,2026-05-15,,structured,
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-15.json,2026-05-15,input_state.data_evidence_audit.fundamentals.rule,news,,,BaoStock,BaoStock,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"ls require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcement"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-15.json,2026-05-15,input_state.data_evidence_audit.social.rule,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-15.json,2026-05-15,input_state.skip_analysts.social,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-22.json,2026-05-22,input_state.sentiment_report,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-22.json,2026-05-22,input_state.news_report,news,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,------| | 数据质量 | ✅ 正常（DATA_QUALITY: ok=true） | | 数据来源 | 东方财富股票新闻 + 巨潮资讯网公告 | | 新闻数量 | 5条（均为公司公告） | | 近期窗口 | 截至2026-0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-22.json,2026-05-22,input_state.news_report,news,,,CNInfo,巨潮资讯|CNInfo,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,据质量 | ✅ 正常（DATA_QUALITY: ok=true） | | 数据来源 | 东方财富股票新闻 + 巨潮资讯网公告 | | 新闻数量 | 5条（均为公司公告） | | 近期窗口 | 截至2026-05-22前14天无其他
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-22.json,2026-05-22,input_state.data_audit_report,news,,,,,,2026-05-22,,structured,
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-22.json,2026-05-22,input_state.data_evidence_audit.fundamentals.rule,news,,,BaoStock,BaoStock,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"ls require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcement"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-22.json,2026-05-22,input_state.data_evidence_audit.social.rule,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-22.json,2026-05-22,input_state.skip_analysts.social,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-29.json,2026-05-29,input_state.sentiment_report,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-29.json,2026-05-29,input_state.news_report,news,,,CNInfo,巨潮资讯|CNInfo,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,| **公告日期** | 2026年5月28日（临 2026-021 号公告） | | **信息来源** | 巨潮资讯网（CNInfo）官方公告 | | **事件性质** | 重大公司行为完成公告 | --- ### 🔍 二、
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-29.json,2026-05-29,input_state.data_audit_report,news,,,,,,2026-05-29,,structured,
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-29.json,2026-05-29,input_state.data_evidence_audit.fundamentals.rule,news,,,BaoStock,BaoStock,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"ls require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcement"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-29.json,2026-05-29,input_state.data_evidence_audit.social.rule,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-29.json,2026-05-29,input_state.skip_analysts.social,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-05.json,2026-06-05,input_state.sentiment_report,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-05.json,2026-06-05,input_state.news_report,news,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,----|------| | ✅ 数据质量 | **ok=true**，数据来源可靠 | | 📡 数据来源 | 东方财富股票新闻 + 巨潮资讯网公告 | | 🕐 分析截止时间 | 2026-06-05 19:30 | | 📄 有效公
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-05.json,2026-06-05,input_state.news_report,news,,,CNInfo,巨潮资讯|CNInfo,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,| | ✅ 数据质量 | **ok=true**，数据来源可靠 | | 📡 数据来源 | 东方财富股票新闻 + 巨潮资讯网公告 | | 🕐 分析截止时间 | 2026-06-05 19:30 | | 📄 有效公告数量 | **3条*
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-05.json,2026-06-05,input_state.data_audit_report,news,,,,,,2026-06-05,,structured,
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-05.json,2026-06-05,input_state.data_evidence_audit.fundamentals.rule,news,,,BaoStock,BaoStock,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"ls require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcement"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-05.json,2026-06-05,input_state.data_evidence_audit.social.rule,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-05.json,2026-06-05,input_state.skip_analysts.social,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-12.json,2026-06-12,input_state.sentiment_report,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-12.json,2026-06-12,input_state.fundamentals_report,fundamentals,,,Sina,新浪|Sina,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,数据缺口说明**：报告中引用的部分财务明细（如利润表、资产负债表中的具体分项）来自报告期为2025年3月31日的Sina报表，而核心财务指标（如BaoStock的ROE、毛利率等）使用的是已披露的准确数据。这种明细数据与核心指标的时
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-12.json,2026-06-12,input_state.fundamentals_report,market,,,BaoStock,BaoStock,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,分财务明细（如利润表、资产负债表中的具体分项）来自报告期为2025年3月31日的Sina报表，而核心财务指标（如BaoStock的ROE、毛利率等）使用的是已披露的准确数据。这种明细数据与核心指标的时间错配是技术上的限制，但不构成实质性分析
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-12.json,2026-06-12,input_state.data_audit_report,news,,,,,,2026-06-12,,structured,
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-12.json,2026-06-12,input_state.data_evidence_audit.fundamentals.rule,news,,,BaoStock,BaoStock,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"ls require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcement"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-12.json,2026-06-12,input_state.data_evidence_audit.social.rule,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-12.json,2026-06-12,input_state.skip_analysts.social,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-19.json,2026-06-19,input_state.sentiment_report,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-19.json,2026-06-19,input_state.news_report,market,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,| **性质** | 重大市场格局变化，情绪面利空 | > **新闻链接**：http://finance.eastmoney.com/a/202606183776247457.html --- #### 🟡 两条技术面提示新闻（影响
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-19.json,2026-06-19,input_state.news_report,news,,,CNInfo,巨潮资讯|CNInfo,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,**数据状态**：✅ DATA_QUALITY: ok=true - **数据来源**：东方财富股票新闻 + 巨潮资讯公告（公告数据缓存缺失） - **时效性**：新闻均为6月18日发布，距当前（6月19日）在24小时内，时效性可
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-19.json,2026-06-19,input_state.data_audit_report,news,,,,,,2026-06-19,,structured,
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-19.json,2026-06-19,input_state.data_evidence_audit.fundamentals.rule,news,,,BaoStock,BaoStock,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,"ls require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcement"
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-19.json,2026-06-19,input_state.data_evidence_audit.social.rule,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-19.json,2026-06-19,input_state.skip_analysts.social,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-26.json,2026-06-26,input_state.sentiment_report,social,,,EastMoney,东方财富,,,Inferred from natural-language artifact text; not a structured tool log.,inferred,ty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evid
